BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Corcoran Brooklyn Heights,Co-op for sale,625000,3,1.0,652.0,28 Old Fulton St Apt 6M,"Brooklyn, NY 11201","28 Old Fulton St Apt 6MBrooklyn, NY 11201",Kings County,Brooklyn,Brooklyn Heights,Old Fulton Street,Eagle Warehouse & Storage Company,"Eagle Warehouse & Storage Company, 28 Old Fulton St #6m, Brooklyn, NY 11201, USA",40.702334,-73.9937463
