BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,985000,3,2.0,2184.207862,84-12 35th Ave Unit 4C,"Queens, NY 11372","84-12 35th Ave Unit 4CQueens, NY 11372",Queens County,Queens,Jackson Heights,35th Avenue,The Belvedere,"The Belvedere, 84-12 35th Ave #4c, Jackson Heights, NY 11372, USA",40.7518439,-73.8822788
